Gondomar;alcaldia@concellodegondomar.com;http://concellodegondomar.gal;986 360 125
							;https://concellodegondomar.sedelectronica.gal/info.0;http://www.arquivos.depo.es/?1,1416;https://ide.depo.gal/fichas?idConcello=36021
Grove, O;alcaldia@concellodogrove.es;http://www.concellodogrove.es;986 730 975
							;http://concellodogrove.sedelectronica.gal/info.0;http://www.arquivos.depo.es/?1,1417;https://ide.depo.gal/fichas?idConcello=36022
Guarda, A;alcaldia@aguarda.es;http://www.aguarda.es;986 610 000
							;http://aguarda.sedelectronica.gal/info.0;http://www.arquivos.depo.es/?1,1334;https://ide.depo.gal/fichas?idConcello=36023
Illa de Arousa, A;concello@ailladearousa.es;http://www.ailladearousa.es/;986 527 080
							;https://ailladearousa.sedelectronica.es/info.0;http://www.arquivos.depo.es/?1,2986;https://ide.depo.gal/fichas?idConcello=36901
Lalín;lalin@lalin.org;http://lalin.gal;986 787 060
							;http://lalin.sedelectronica.gal/info.0;http://www.arquivos.depo.es/?1,1314;https://ide.depo.gal/fichas?idConcello=36024
Lama, A;oficinas@concellodalama.com;http://www.concellodalama.com;986 768 238
							;http://concellodalama.sedelectronica.es/info.0;http://www.arquivos.depo.es/?1,1214;https://ide.depo.gal/fichas?idConcello=36025
Marín;alcaldia@concellodemarin.es;http://www.concellodemarin.es;986 880 300 - 986 881 000
							;https://sede.concellodemarin.es/;;https://ide.depo.gal/fichas?idConcello=36026
Meaño;concellodemeano@concellodemeano.com;http://www.concellodemeano.com;986 747 102
							;http://concellodemeano.sedelectronica.gal/info.0;http://www.arquivos.depo.es/?1,1418;https://ide.depo.gal/fichas?idConcello=36027
Meis;correo@meis.gal;http://www.meis.gal/;986 712 001
							;http://meis.sedelectronica.gal/info.0;http://www.arquivos.depo.es/?1,1173;https://ide.depo.gal/fichas?idConcello=36028
Moaña;alcaldia@concellodemoana.org;http://www.concellodemoana.org;986 310 100
							;https://concellodemoana.sedelectronica.gal/info.0;http://www.arquivos.depo.es/?1,1846;https://ide.depo.gal/fichas?idConcello=36029
Mondariz;info@concellodemondariz.com;http://concellodemondariz.gal/;986 656 000-986 664 306
							;http://mondariz.sedelectronica.gal/info.0;http://www.arquivos.depo.es/?1,1419;https://ide.depo.gal/fichas?idConcello=36030
Mondariz-Balneario;concello@mondarizbalneario.es;http://www.mondarizbalneario.es;986 656 136
							;http://mondarizbalneario.sedelectronica.gal/info.0;http://www.arquivos.depo.es/?1,1420;https://ide.depo.gal/fichas?idConcello=36031
Moraña;concello@morana.org;http://www.morana.org;986 553 005 - 986 553 248
							;http://morana.sedelectronica.gal/info.0;http://www.arquivos.depo.es/?1,1847;https://ide.depo.gal/fichas?idConcello=36032
Mos;informacion@concellomos.es;http://www.mos.es;986 331 200
							;http://mos.sedelectronica.gal/info.0;http://www.arquivos.depo.es/?1,1335;https://ide.depo.gal/fichas?idConcello=36033
Neves, As;concello@asneves.gal;http://asneves.gal;986 648 038
							;http://concelloasneves.sedelectronica.gal/info.0;http://www.arquivos.depo.es/?1,1336;https://ide.depo.gal/fichas?idConcello=36034
Nigrán;info@nigran.org;http://www.nigran.org;986 365 000
							;http://sede.nigran.org/;http://www.arquivos.depo.es/?1,7627;https://ide.depo.gal/fichas?idConcello=36035
Oia;info@concellodeoia.es;http://www.concellodeoia.es;986 362 125
							;http://oia.sedelectronica.es/info.0;http://www.arquivos.depo.es/?1,1296;https://ide.depo.gal/fichas?idConcello=36036
Pazos de Borbén;concello@pazosdeborben.org;http://www.pazosdeborben.org;986 497 035
							;https://pazosdeborben.sedelectronica.gal/info.0;http://www.arquivos.depo.es/?1,1008;https://ide.depo.gal/fichas?idConcello=36037
Poio;poio@concellopoio.gal;http://www.concellopoio.gal;986 770 001
							;https://concellopoio.sedelectronica.gal/info.0;http://www.arquivos.depo.es/?1,1265;https://ide.depo.gal/fichas?idConcello=36041
Ponte Caldelas;alcaldia@pontecaldelas.org;http://www.pontecaldelas.org;986 750 013 - 986 750 001
							;http://pontecaldelas.sedelectronica.es/info.0;http://www.arquivos.depo.es/?1,1266;https://ide.depo.gal/fichas?idConcello=36043
Ponteareas;info@ponteareas.es;http://concellodeponteareas.org;986 640 000 - 986 640 001
							;https://ponteareas.sedelectronica.gal/info.0;http://www.arquivos.depo.es/?1,1781;https://ide.depo.gal/fichas?idConcello=36042
Pontecesures;concello@pontecesures.org;http://www.pontecesures.org;986 557 125
							;http://pontecesures.sedelectronica.gal/info.0;http://www.arquivos.depo.es/?1,1395;https://ide.depo.gal/fichas?idConcello=36044
Pontevedra;contacto@pontevedra.gal;http://www.pontevedra.gal;986 804 300 - 986 100 185
							;http://sede.pontevedra.gal/;;https://ide.depo.gal/fichas?idConcello=36038
Porriño, O;gabinete.alcaldia@oporrino.org;http://oporrino.org;986 337 177 - 986 335 000
							;https://oporrino.sedelectronica.gal/info.7;http://www.arquivos.depo.es/?1,1213;https://ide.depo.gal/fichas?idConcello=36039
Portas;portas@concellos.depontevedra.es;http://portas.sedelectronica.gal;986 536 161 - 986 536 395
							;http://portas.sedelectronica.gal/info.0;http://www.arquivos.depo.es/?1,1844;https://ide.depo.gal/fichas?idConcello=36040
Redondela;alcaldia@redondela.gal;http://www.redondela.es;986 400 300
							;http://redondela.sedelectronica.gal/info.0;http://www.arquivos.depo.es/?1,1270;https://ide.depo.gal/fichas?idConcello=36045
Ribadumia;concello@ribadumia.org;http://www.ribadumia.org;986 718 491 - 986 718 499
							;https://portalcidadan.ribadumia.org/;http://www.arquivos.depo.es/?1,1174;https://ide.depo.gal/fichas?idConcello=36046
Rodeiro;info@rodeiro.org;http://www.rodeiro.org;986 790 009 - 986 790 185
							;http://rodeiro.sedelectronica.gal/carpetaelectronica.1;http://www.arquivos.depo.es/?1,1396;https://ide.depo.gal/fichas?idConcello=36047
Rosal, O;orosal@concellodorosal.es;http://www.concellodorosal.es;986 625 000
							;http://orosal.sedelectronica.es/info.0;http://www.arquivos.depo.es/?1,1421;https://ide.depo.gal/fichas?idConcello=36048
Salceda de Caselas;alcaldia@salcedadecaselas.es;http://www.salcedadecaselas.es;986 349 003
							;http://salcedadecaselas.sedelectronica.gal/generalinfo.0;http://www.arquivos.depo.es/?1,1422;https://ide.depo.gal/fichas?idConcello=36049
Salvaterra de Miño;rexistro@concellodesalvaterra.org;http://www.concellodesalvaterra.com;986 658 126 - 986 658 082
							;https://concellodesalvaterra.sedelectronica.gal/info.0;http://www.arquivos.depo.es/?1,1315;https://ide.depo.gal/fichas?idConcello=36050
Sanxenxo;info@sanxenxo.org;http://www.sanxenxo.es;986 720 075
							;http://sede.sanxenxo.es/;http://www.arquivos.depo.es/?1,1845;https://ide.depo.gal/fichas?idConcello=36051
Silleda;info@silleda.gal;http://silleda.gal;986 580 000
							;http://silleda.sedelectronica.gal/info.0;http://www.arquivos.depo.es/?1,1389;https://ide.depo.gal/fichas?idConcello=36052
Soutomaior;alcaldia@soutomaior.com;http://www.soutomaior.com;986 705 106 - 986 705 114
							;http://soutomaior.sedelectronica.es/transparency/;http://www.arquivos.depo.es/?1,9763;https://ide.depo.gal/fichas?idConcello=36053
Tomiño;comunicacion@tomino.gal;http://tomino.gal;986 622 001
							;http://tomino.sedelectronica.gal/info.0;http://www.arquivos.depo.es/?1,1782;https://ide.depo.gal/fichas?idConcello=36054
Tui;concellotui@concellotui.org;http://www.concellotui.org;986 603 625 - 986 603 643
							;http://concellotui.sedelectronica.gal/info.0;http://www.arquivos.depo.es/?1,9764;https://ide.depo.gal/fichas?idConcello=36055
Valga;concello.valga@eidolocal.es;http://www.valga.gal;986 559 456
							;http://valga.sedelectronica.gal/info.0;http://www.arquivos.depo.es/?1,1215;https://ide.depo.gal/fichas?idConcello=36056
Vigo;010@vigo.org;http://www.vigo.org;986 810 100
							;https://sede.vigo.org/expedientes/sede/?hoxe=1&lang=gal;;https://ide.depo.gal/fichas?idConcello=36057
Vila de Cruces;info@viladecruces.es;http://www.viladecruces.gal;986 582 095 - 986 582 017
							;http://viladecruces.sedelectronica.es/info.0;http://www.arquivos.depo.es/?1,1333;https://ide.depo.gal/fichas?idConcello=36059
Vilaboa;info@vilaboa.org;http://www.vilaboa.org;986 708 215
							;http://vilaboa.sedelectronica.es/info.0;http://www.arquivos.depo.es/?1,1175;https://ide.depo.gal/fichas?idConcello=36058
Vilagarcía de Arousa;alcaldia@vilagarcia.es;http://www.vilagarcia.es;986 099 200
							;https://sede.vilagarcia.gal/;http://www.arquivos.depo.es/?1,1423;https://ide.depo.gal/fichas?idConcello=36060
Vilanova de Arousa;rexistroxeral@vilanovadearousa.com;http://www.vilanovadearousa.com;986 554 082 - 986 554 021
							;http://sede.vilanovadearousa.gal/;http://www.arquivos.depo.es/?1,1176;https://ide.depo.gal/fichas?idConcello=36061
